J'ai profité du prix et me faire plaisir pour tester ce produit qui me donner envie ! Je suis très contente du résultat . S'applique facilement plusieurs possibilités si vous souhaitez 20mn de pose pour 1 journée de tenue moi sa à tenue presque 3 jours un bonheur et 2h de pose pour 3 jours de tenue . Très bon produit et gain de temps le matin . Je recommande vivement |||5|||5
J'ai pris la couleur medium marron qui est déjà bien assez foncer quand même...\r\nJe l'ai laisser poser 2 heure 15 à peu prêt et franchement au top le résultat a voir sur la durée...\r\nEn tout cas pour ma part facile d'application et pour le retirer tout aussi facile... Je me suis même rendu compte que mon fard à sourcils était bien plus clair et faisait moin naturel...\r\nJe suis très satisfaite du produit... |||5|||5
Beaucoup d’attente pour se produit , un peu déçus au final .. le temps de pose est vraiment très long (2h), pas extrêment pratique à appliquer non plus ... le premier jour très satisfaite du résultat , le lendemain grosse déception mes sourcils étaient plus orange que marron et le troisieme jour plus rien si se n’est une vilaine trace orange .. je ne le recommande pas. |||2|||5
J’avais peur que le rendu soit trop strict, mais pas du tout ! dommage qu’il ne contienne pas plus de produit .. |||4|||5
J'en entendais beaucoup parlé mais je n'avais pas lu les commentaires avant de l'acheter. Marre de dessiner mes sourcils tous les matins, je me suis dit ce sera top. Je l'ai lassé poser 2 heures, le rendu top. Le lendemain, une fois douché et visage nettoyé au gel nettoyant visage, quasiment tout était parti alors que c'est censé durer 3 jours. Ça ne tient pas. Il faut le faire tous les matins mais je n'ai pas 20 minutes pour le laisser poser tous les jours. Je suis assez déçue. De plus, ça laisse des traces orangées sur la peau... je continue donc à combler mes sourcils au crayon ou au fard comme avant. |||2|||5
Un bon rapport qualité prix . Très facile d’application très pratique on prend vite l’envie coup de main. Par contre il est très très dommage que sa ne résiste pas à l’eau et il s’éclaircie au bout d’un certains temps se qui n’est pas très esthétique\r\nMais bon c’est déjà un super produit pour son prix |||4|||5
C'est une grande marque connue mondialement du coup s'il décide de reprendre à  leur sauce un produit venant d'Asie je m'attends forcément à un produit au top sachant qu'il le vende le triple et ben c'est raté !! C'est un copié/collé à revoir le pinceau est le même donc un peu gros, la matière est la même application pas toujours évidente côté coloris 2 choix uniquement mais sur le temps de pose c'est complètement différent et côté tenue il est même moins efficace. |||2|||5
Je m'attendais à un autre résultat ...\r\nJe pense que c'est intéressant pour les filles qui n'ont pas beaucoup de poils de sourcils car avec les poils le résultat n'est pas transandant. .. |||1|||5
Ce produit est vraiment innovant c'est une alternative a un tatouage du sourcil les deux seuls reproches que j'ai a faire c'est que lorsque les sourcils sont fins le pinceau applicateur est pas pratique et la tenue du produit est malheureusement trop faible à mon goût. |||4|||5
Produit nul, deux heures de pose , pour 5 minutes de tenue , il ne faut ni se laver ou démaquiller pour que sa tienne ... cher par rapport a un crayon qui fait le même travail.. |||1|||5
Produit qui ne fonctionne pas. Vire au orange au premier contact avec l'eau. Ne pas acheter ce produit vous ferez des économies |||1|||5
Le produit est bien mais si je laisse un message c'est surtout pour vous avertir qu'un seul exemplaire est envoyé. Comme c'est indiqué "lot de 2", j'ai fait une réclamation, on m'a répondu qu'il y avait une erreur dans le titre et que du coup j'avais payé pour un seul exemplaire. Donc pas de remboursement ou d'envoi du second exemplaire...pour moi c'est de l'arnaque... |||2|||5
Produit r&eacute;volutionnaire !!!!!!!!\r\nNe tient pas 3 jours comme au premier jour mais facile d’application, r&eacute;sultat propre et rapide, pour un r&eacute;sultat plus prononc&eacute; je le laisse toute la nuit et c’est juste magique!!!\r\nRavi de mon achat et je racheterai &agrave; coup sûr!!! |||5|||5
Application assez facile - Après environ une heure, il suffit de tirer la très fine pellicule qui s'est formée pour que le sourcil soit "colorisé", pour à peu près 3 jours.\r\nIl faut chercher le mode d'emploi sur divers sites, car les indications sur la boîte sont minuscules, et illisibles, quelle que soit la langue ! |||4|||5
genialissime produit fabuleux vraiment rien a dire livrzison rapide rendu parfait naturel me change la vie dommage ca ne dure que 3 j si seulement! |||5|||5
Je ne m'attendais pas à cet effet!\r\nPour un temps de pose DE 2 heures, LE résultat tient jusqu'à 48heures.\r\nC'est COMME ci ON sortait de l'esthéticienne. Très satisfaite |||4|||5
